省,市,日期,星期,最高温度,最低温度,天气,风向风力
北京,延庆,2022-10-28, 星期五 ,13℃,5℃,多云,东北风 1级
北京,延庆,2022-10-29, 星期六 ,10℃,5℃,多云,东风 1级
北京,延庆,2022-10-30, 星期日 ,10℃,2℃,小雨,北风 1级
北京,延庆,2022-10-31, 星期一 ,14℃,-3℃,晴,西北风 2级
北京,延庆,2022-11-01, 星期二 ,12℃,1℃,晴,东北风 1级
北京,延庆,2022-11-02, 星期三 ,11℃,4℃,多云,东北风 2级
北京,延庆,2022-11-03, 星期四 ,12℃,-2℃,多云,北风 1级
北京,延庆,2022-11-04, 星期五 ,11℃,-4℃,晴,东风 2级
北京,延庆,2022-11-05, 星期六 ,14℃,0℃,晴,北风 1级
北京,延庆,2022-11-06, 星期日 ,13℃,0℃,多云,东北风 1级
北京,延庆,2022-11-07, 星期一 ,13℃,-3℃,晴,西北风 2级
北京,延庆,2022-11-08, 星期二 ,11℃,1℃,晴,北风 1级
北京,延庆,2022-11-09, 星期三 ,10℃,2℃,多云,东风 1级
北京,延庆,2022-11-10, 星期四 ,15℃,4℃,多云,东南风 2级
北京,延庆,2022-11-11, 星期五 ,10℃,5℃,阴,西风 2级
北京,延庆,2022-11-12, 星期六 ,7℃,-4℃,多云,南风 2级
北京,延庆,2022-11-13, 星期日 ,7℃,-5℃,晴,东北风 1级
北京,延庆,2022-11-14, 星期一 ,11℃,-2℃,晴,南风 1级
北京,延庆,2022-11-15, 星期二 ,13℃,-4℃,晴,南风 1级
北京,延庆,2022-11-16, 星期三 ,11℃,-3℃,多云,西风 1级
北京,延庆,2022-11-17, 星期四 ,12℃,-1℃,晴,东北风 1级
北京,延庆,2022-11-18, 星期五 ,10℃,-1℃,多云,东南风 1级
北京,延庆,2022-11-19, 星期六 ,13℃,0℃,多云,东风 1级
北京,延庆,2022-11-20, 星期日 ,6℃,-2℃,多云,东北风 1级
北京,延庆,2022-11-21, 星期一 ,10℃,-3℃,多云,东风 1级
北京,延庆,2022-11-22, 星期二 ,8℃,-2℃,多云,西北风 1级
北京,延庆,2022-11-23, 星期三 ,8℃,-2℃,多云,西风 1级
北京,延庆,2022-11-24, 星期四 ,8℃,2℃,多云,西风 2级
北京,延庆,2022-11-25, 星期五 ,8℃,-7℃,雾,西北风 2级
北京,延庆,2022-11-26, 星期六 ,1℃,-7℃,多云,西风 3级
北京,延庆,2022-11-27, 星期日 ,4℃,-1℃,多云,北风 1级
北京,延庆,2022-11-28, 星期一 ,8℃,-9℃,多云,西风 2级
北京,延庆,2022-11-29, 星期二 ,-8℃,-14℃,多云,西北风 3级
北京,延庆,2022-11-30, 星期三 ,-5℃,-13℃,晴,西风 3级
北京,延庆,2022-12-01, 星期四 ,-2℃,-12℃,晴,西北风 2级
北京,延庆,2022-12-02, 星期五 ,-3℃,-11℃,多云,西风 1级
北京,延庆,2022-12-03, 星期六 ,-1℃,-13℃,多云,西风 1级
北京,延庆,2022-12-04, 星期日 ,0℃,-13℃,晴,西风 1级
北京,延庆,2022-12-05, 星期一 ,0℃,-12℃,多云,西南风 2级
北京,延庆,2022-12-06, 星期二 ,3℃,-10℃,晴,西风 2级
北京,延庆,2022-12-07, 星期三 ,5℃,-9℃,多云,东风 1级
北京,延庆,2022-12-08, 星期四 ,5℃,-11℃,晴,西南风 1级
北京,延庆,2022-12-09, 星期五 ,1℃,-11℃,多云,东风 1级
北京,延庆,2022-12-10, 星期六 ,0℃,-11℃,晴,西北风 2级
北京,延庆,2022-12-11, 星期日 ,-1℃,-7℃,多云,西风 5级
北京,延庆,2022-12-12, 星期一 ,-1℃,-11℃,多云,西风 2级
北京,延庆,2022-12-13, 星期二 ,-8℃,-14℃,多云,西南风 3级
北京,延庆,2022-12-14, 星期三 ,-3℃,-12℃,多云,西北风 1级
北京,延庆,2022-12-15, 星期四 ,-4℃,-16℃,晴,西北风 2级
北京,延庆,2022-12-16, 星期五 ,-5℃,-18℃,多云,西北风 3级
北京,延庆,2022-12-17, 星期六 ,-8℃,-16℃,多云,西风 2级
北京,延庆,2022-12-18, 星期日 ,-1℃,-15℃,多云,西风 2级
北京,延庆,2022-12-19, 星期一 ,0℃,-13℃,晴,北风 1级
北京,延庆,2022-12-20, 星期二 ,-2℃,-13℃,多云,西北风 2级
北京,延庆,2022-12-21, 星期三 ,-2℃,-12℃,多云,西北风 4级
北京,延庆,2022-12-22, 星期四 ,-5℃,-13℃,多云,西北风 3级
北京,延庆,2022-12-23, 星期五 ,-1℃,-13℃,晴,西风 2级
北京,延庆,2022-12-24, 星期六 ,-1℃,-12℃,晴,东南风 1级
北京,延庆,2022-12-25, 星期日 ,-3℃,-14℃,多云,西北风 1级
北京,延庆,2022-12-26, 星期一 ,0℃,-14℃,晴,西南风 1级
北京,延庆,2022-12-27, 星期二 ,-2℃,-13℃,晴,西风 2级
北京,延庆,2022-12-28, 星期三 ,0℃,-13℃,晴,西北风 2级
北京,延庆,2022-12-29, 星期四 ,-1℃,-14℃,晴,东风 1级
北京,延庆,2022-12-30, 星期五 ,0℃,-13℃,晴,东北风 1级
北京,延庆,2022-12-31, 星期六 ,9℃,-2℃,多云,西北风 3级
北京,丰台,2022-01-01, 星期六 ,6℃,-7℃,晴,北风 2级
北京,丰台,2022-01-02, 星期日 ,2℃,-8℃,多云,东南风 1级
北京,丰台,2022-01-03, 星期一 ,6℃,-8℃,晴,西风 1级
北京,丰台,2022-01-04, 星期二 ,13℃,6℃,阴,北风 1级
北京,丰台,2022-01-05, 星期三 ,3℃,-7℃,晴,西南风 1级
北京,丰台,2022-01-06, 星期四 ,6℃,-8℃,晴,北风 0级
北京,丰台,2022-01-07, 星期五 ,4℃,-7℃,晴,西风 1级
北京,丰台,2022-01-08, 星期六 ,8℃,-5℃,晴,东北风 1级
北京,丰台,2022-01-09, 星期日 ,1℃,-4℃,多云,东北风 2级
北京,丰台,2022-01-10, 星期一 ,2℃,-8℃,晴,东北风 2级
北京,丰台,2022-01-11, 星期二 ,0℃,-7℃,多云,北风 1级
北京,丰台,2022-01-12, 星期三 ,2℃,-7℃,晴,西风 3级
北京,丰台,2022-01-13, 星期四 ,3℃,-7℃,晴,西南风 2级
北京,丰台,2022-01-14, 星期五 ,2℃,-6℃,多云,南风 1级
北京,丰台,2022-01-15, 星期六 ,13℃,-4℃,多云,东北风 2级
北京,丰台,2022-01-16, 星期日 ,0℃,-7℃,晴,西南风 1级
北京,丰台,2022-01-17, 星期一 ,5℃,-9℃,晴,南风 2级
北京,丰台,2022-01-18, 星期二 ,10℃,-2℃,霾,西风 2级
北京,丰台,2022-01-19, 星期三 ,-2℃,-9℃,多云,南风 2级
北京,丰台,2022-01-20, 星期四 ,-2℃,-5℃,多云,东南风 2级
北京,丰台,2022-01-21, 星期五 ,0℃,-6℃,阴,南风 1级
北京,丰台,2022-01-22, 星期六 ,1℃,-5℃,晴,东北风 1级
北京,丰台,2022-01-23, 星期日 ,2℃,-5℃,霾,西风 1级
北京,丰台,2022-01-24, 星期一 ,7℃,-6℃,阴,西北风 2级
北京,丰台,2022-01-25, 星期二 ,6℃,-4℃,晴,西北风 2级
北京,丰台,2022-01-26, 星期三 ,4℃,-7℃,多云,西北风 2级
北京,丰台,2022-01-27, 星期四 ,2℃,-5℃,多云,西北风 1级
北京,丰台,2022-01-28, 星期五 ,4℃,-7℃,多云,西风 1级
北京,丰台,2022-01-29, 星期六 ,6℃,-8℃,晴,南风 1级
北京,丰台,2022-01-30, 星期日 ,3℃,-3℃,霾,西北风 1级
北京,丰台,2022-01-31, 星期一 ,5℃,-3℃,多云,西风 3级
北京,丰台,2022-02-01, 星期二 ,2℃,-7℃,晴,西北风 1级
北京,丰台,2022-02-02, 星期三 ,4℃,-7℃,晴,北风 1级
北京,丰台,2022-02-03, 星期四 ,4℃,-7℃,多云,北风 2级
北京,丰台,2022-02-04, 星期五 ,0℃,-7℃,晴,西北风 1级
北京,丰台,2022-02-05, 星期六 ,4℃,-6℃,晴,西北风 1级
北京,丰台,2022-02-06, 星期日 ,6℃,-4℃,多云,北风 2级
北京,丰台,2022-02-07, 星期一 ,6℃,-5℃,多云,西南风 1级
北京,丰台,2022-02-08, 星期二 ,8℃,-4℃,晴,西北风 1级
北京,丰台,2022-02-09, 星期三 ,7℃,-4℃,多云,北风 1级
北京,丰台,2022-02-10, 星期四 ,10℃,-3℃,晴,西风 1级
北京,丰台,2022-02-11, 星期五 ,8℃,-2℃,多云,东风 2级
北京,丰台,2022-02-12, 星期六 ,1℃,-2℃,多云,东风 1级
北京,丰台,2022-02-13, 星期日 ,-3℃,-5℃,中雪,北风 2级
北京,丰台,2022-02-14, 星期一 ,-1℃,-10℃,多云,北风 2级
北京,丰台,2022-02-15, 星期二 ,-2℃,-9℃,多云,东风 2级
北京,丰台,2022-02-16, 星期三 ,0℃,-8℃,晴,东风 2级
北京,丰台,2022-02-17, 星期四 ,-1℃,-6℃,多云,南风 1级
北京,丰台,2022-02-18, 星期五 ,4℃,-6℃,多云,西北风 3级
北京,丰台,2022-02-19, 星期六 ,1℃,-7℃,晴,西北风 2级
北京,丰台,2022-02-20, 星期日 ,4℃,-7℃,晴,西风 2级
北京,丰台,2022-02-21, 星期一 ,4℃,-7℃,多云,西北风 3级
北京,丰台,2022-02-22, 星期二 ,4℃,-6℃,晴,西风 1级
北京,丰台,2022-02-23, 星期三 ,7℃,-5℃,晴,西风 1级
北京,丰台,2022-02-24, 星期四 ,10℃,-4℃,晴,西风 1级
北京,丰台,2022-02-25, 星期五 ,13℃,-1℃,多云,北风 1级
北京,丰台,2022-02-26, 星期六 ,11℃,-2℃,晴,西南风 1级
北京,丰台,2022-02-27, 星期日 ,15℃,-1℃,多云,北风 1级
北京,丰台,2022-02-28, 星期一 ,12℃,0℃,阴,北风 3级
北京,丰台,2022-03-01, 星期二 ,15℃,-2℃,晴,西南风 2级
北京,丰台,2022-03-02, 星期三 ,11℃,0℃,晴,北风 1级
北京,丰台,2022-03-03, 星期四 ,11℃,-1℃,晴,西风 1级
北京,丰台,2022-03-04, 星期五 ,12℃,-2℃,晴,西北风 1级
北京,丰台,2022-03-05, 星期六 ,12℃,-2℃,晴,东北风 1级
北京,丰台,2022-03-06, 星期日 ,16℃,-1℃,多云,东北风 2级
北京,丰台,2022-03-07, 星期一 ,17℃,2℃,多云,西南风 1级
北京,丰台,2022-03-08, 星期二 ,17℃,1℃,晴,北风 1级
北京,丰台,2022-03-09, 星期三 ,17℃,4℃,阴,南风 2级
北京,丰台,2022-03-10, 星期四 ,15℃,7℃,多云,北风 1级
北京,丰台,2022-03-11, 星期五 ,26℃,14℃,阴,北风 1级
北京,丰台,2022-03-12, 星期六 ,12℃,5℃,阴,南风 1级
北京,丰台,2022-03-13, 星期日 ,15℃,3℃,小雨,南风 2级
北京,丰台,2022-03-14, 星期一 ,19℃,5℃,多云,东南风 2级
北京,丰台,2022-03-15, 星期二 ,18℃,5℃,多云,北风 2级
北京,丰台,2022-03-16, 星期三 ,13℃,2℃,多云,东南风 3级
北京,丰台,2022-03-17, 星期四 ,3℃,-2℃,阴,东风 1级
北京,丰台,2022-03-18, 星期五 ,2℃,-3℃,多云,东北风 1级
北京,丰台,2022-03-19, 星期六 ,8℃,-1℃,多云,南风 2级
北京,丰台,2022-03-20, 星期日 ,12℃,1℃,晴,西北风 2级
北京,丰台,2022-03-21, 星期一 ,12℃,1℃,晴,东北风 2级
北京,丰台,2022-03-22, 星期二 ,10℃,0℃,多云,西南风 1级
北京,丰台,2022-03-23, 星期三 ,11℃,3℃,晴,东北风 1级
北京,丰台,2022-03-24, 星期四 ,13℃,8℃,阴,北风 1级
北京,丰台,2022-03-25, 星期五 ,15℃,7℃,多云,西北风 1级
北京,丰台,2022-03-26, 星期六 ,20℃,2℃,多云,北风 3级
北京,丰台,2022-03-27, 星期日 ,15℃,6℃,晴,西南风 1级
北京,丰台,2022-03-28, 星期一 ,17℃,9℃,多云,南风 3级
北京,丰台,2022-03-29, 星期二 ,13℃,6℃,小雨,东风 1级
北京,丰台,2022-03-30, 星期三 ,12℃,3℃,多云,东北风 1级
北京,丰台,2022-03-31, 星期四 ,16℃,2℃,晴,东北风 2级
北京,丰台,2022-04-01, 星期五 ,15℃,3℃,多云,东南风 1级
北京,丰台,2022-04-02, 星期六 ,19℃,4℃,晴,西南风 2级
北京,丰台,2022-04-03, 星期日 ,21℃,6℃,晴,西南风 2级
北京,丰台,2022-04-04, 星期一 ,24℃,11℃,多云,东风 2级
北京,丰台,2022-04-05, 星期二 ,25℃,7℃,多云,南风 2级
北京,丰台,2022-04-06, 星期三 ,15℃,4℃,晴,南风 2级
北京,丰台,2022-04-07, 星期四 ,24℃,10℃,晴,南风 1级
北京,丰台,2022-04-08, 星期五 ,26℃,13℃,晴,西南风 1级
北京,丰台,2022-04-09, 星期六 ,26℃,11℃,多云,东南风 1级
北京,丰台,2022-04-10, 星期日 ,25℃,14℃,晴,西南风 1级
北京,丰台,2022-04-11, 星期一 ,29℃,12℃,多云,北风 3级
北京,丰台,2022-04-12, 星期二 ,20℃,8℃,多云,西南风 2级
北京,丰台,2022-04-13, 星期三 ,19℃,6℃,多云,西南风 2级
北京,丰台,2022-04-14, 星期四 ,21℃,8℃,晴,东北风 3级
北京,丰台,2022-04-15, 星期五 ,20℃,5℃,晴,西北风 3级
北京,丰台,2022-04-16, 星期六 ,23℃,11℃,晴,西南风 3级
北京,丰台,2022-04-17, 星期日 ,20℃,11℃,多云,西南风 3级
北京,丰台,2022-04-18, 星期一 ,23℃,9℃,晴,西南风 1级
北京,丰台,2022-04-19, 星期二 ,27℃,13℃,晴,南风 3级
北京,丰台,2022-04-20, 星期三 ,29℃,17℃,多云,南风 3级
北京,丰台,2022-04-21, 星期四 ,27℃,9℃,晴,北风 3级
北京,丰台,2022-04-22, 星期五 ,22℃,11℃,晴,南风 3级
北京,丰台,2022-04-23, 星期六 ,30℃,18℃,小雨,东南风 1级
北京,丰台,2022-04-24, 星期日 ,27℃,13℃,多云,东风 1级
北京,丰台,2022-04-25, 星期一 ,29℃,16℃,晴,东北风 2级
北京,丰台,2022-04-26, 星期二 ,23℃,10℃,多云,北风 3级
北京,丰台,2022-04-27, 星期三 ,13℃,8℃,小雨到中雨,北风 2级
北京,丰台,2022-04-28, 星期四 ,15℃,6℃,晴,南风 2级
北京,丰台,2022-04-29, 星期五 ,21℃,13℃,阴,北风 1级
北京,丰台,2022-04-30, 星期六 ,21℃,9℃,晴,西北风 2级
北京,丰台,2022-05-01, 星期日 ,27℃,10℃,多云,东北风 1级
北京,丰台,2022-05-02, 星期一 ,26℃,12℃,晴,东南风 2级
北京,丰台,2022-05-03, 星期二 ,32℃,15℃,晴,西风 2级
北京,丰台,2022-05-04, 星期三 ,34℃,20℃,多云,南风 3级
北京,丰台,2022-05-05, 星期四 ,30℃,16℃,多云,北风 1级
北京,丰台,2022-05-06, 星期五 ,22℃,7℃,多云,东风 1级
北京,丰台,2022-05-07, 星期六 ,19℃,9℃,多云,南风 1级
北京,丰台,2022-05-08, 星期日 ,12℃,7℃,阴,南风 1级
北京,丰台,2022-05-09, 星期一 ,18℃,8℃,晴,南风 2级
北京,丰台,2022-05-10, 星期二 ,11℃,9℃,多云,北风 1级
北京,丰台,2022-05-11, 星期三 ,21℃,11℃,多云,西南风 2级
北京,丰台,2022-05-12, 星期四 ,18℃,9℃,多云,西风 2级
北京,丰台,2022-05-13, 星期五 ,24℃,9℃,多云,北风 2级
北京,丰台,2022-05-14, 星期六 ,26℃,10℃,晴,南风 1级
北京,丰台,2022-05-15, 星期日 ,28℃,11℃,多云,西南风 2级
北京,丰台,2022-05-16, 星期一 ,29℃,12℃,多云,南风 2级
北京,丰台,2022-05-17, 星期二 ,30℃,15℃,晴,北风 1级
北京,丰台,2022-05-18, 星期三 ,31℃,16℃,多云,南风 2级
北京,丰台,2022-05-19, 星期四 ,30℃,18℃,多云,东北风 1级
北京,丰台,2022-05-20, 星期五 ,33℃,16℃,晴,西南风 2级
北京,丰台,2022-05-21, 星期六 ,35℃,20℃,晴,西南风 2级
北京,丰台,2022-05-22, 星期日 ,35℃,20℃,多云,东北风 1级
北京,丰台,2022-05-23, 星期一 ,33℃,17℃,晴,南风 1级
北京,丰台,2022-05-24, 星期二 ,33℃,19℃,多云,北风 1级
北京,丰台,2022-05-25, 星期三 ,31℃,13℃,多云,西南风 2级
北京,丰台,2022-05-26, 星期四 ,29℃,17℃,多云,南风 2级
北京,丰台,2022-05-27, 星期五 ,35℃,21℃,多云,南风 3级
北京,丰台,2022-05-28, 星期六 ,37℃,24℃,多云,西南风 2级
北京,丰台,2022-05-29, 星期日 ,30℃,13℃,晴,西北风 3级
北京,丰台,2022-05-30, 星期一 ,32℃,14℃,晴,西北风 1级
北京,丰台,2022-05-31, 星期二 ,32℃,17℃,晴,北风 2级
北京,丰台,2022-06-01, 星期三 ,33℃,18℃,晴,西南风 2级
北京,丰台,2022-06-02, 星期四 ,35℃,19℃,晴,南风 2级
北京,丰台,2022-06-03, 星期五 ,35℃,22℃,多云,北风 2级
北京,丰台,2022-06-04, 星期六 ,32℃,21℃,晴,西风 2级
北京,丰台,2022-06-05, 星期日 ,34℃,20℃,晴,西北风 2级
北京,丰台,2022-06-06, 星期一 ,29℃,16℃,晴,东风 2级
北京,丰台,2022-06-07, 星期二 ,27℃,17℃,多云,东风 2级
北京,丰台,2022-06-08, 星期三 ,26℃,15℃,晴,东南风 2级
北京,丰台,2022-06-09, 星期四 ,25℃,18℃,多云,东南风 2级
北京,丰台,2022-06-10, 星期五 ,28℃,17℃,小雨,东风 2级
北京,丰台,2022-06-11, 星期六 ,25℃,20℃,小雨,北风 2级
北京,丰台,2022-06-12, 星期日 ,26℃,18℃,阴,东北风 3级
北京,丰台,2022-06-13, 星期一 ,27℃,18℃,多云,东南风 1级
北京,丰台,2022-06-14, 星期二 ,27℃,18℃,多云,东南风 2级
北京,丰台,2022-06-15, 星期三 ,28℃,17℃,多云,东南风 1级
北京,丰台,2022-06-16, 星期四 ,30℃,18℃,晴,南风 2级
北京,丰台,2022-06-17, 星期五 ,31℃,22℃,小雨,南风 2级
北京,丰台,2022-06-18, 星期六 ,33℃,23℃,多云,东南风 3级
北京,丰台,2022-06-19, 星期日 ,32℃,21℃,晴,东南风 2级
北京,丰台,2022-06-20, 星期一 ,35℃,24℃,阴,北风 2级
北京,丰台,2022-06-21, 星期二 ,35℃,24℃,多云,南风 1级
北京,丰台,2022-06-22, 星期三 ,27℃,21℃,多云,北风 1级
北京,丰台,2022-06-23, 星期四 ,37℃,23℃,晴,西风 2级
北京,丰台,2022-06-24, 星期五 ,36℃,23℃,晴,东风 2级
北京,丰台,2022-06-25, 星期六 ,39℃,24℃,多云,东北风 2级
北京,丰台,2022-06-26, 星期日 ,33℃,22℃,多云,东风 2级
北京,丰台,2022-06-27, 星期一 ,32℃,22℃,多云,东北风 1级
北京,丰台,2022-06-28, 星期二 ,29℃,21℃,小雨,东风 1级
北京,丰台,2022-06-29, 星期三 ,27℃,21℃,多云,东北风 1级
北京,丰台,2022-06-30, 星期四 ,30℃,22℃,多云,东南风 3级
北京,丰台,2022-07-01, 星期五 ,30℃,22℃,多云,东风 1级
北京,丰台,2022-07-02, 星期六 ,31℃,23℃,多云,南风 1级
北京,丰台,2022-07-03, 星期日 ,25℃,22℃,小雨,南风 2级
北京,丰台,2022-07-04, 星期一 ,30℃,24℃,多云,东南风 1级
北京,丰台,2022-07-05, 星期二 ,31℃,23℃,小雨,西南风 2级
北京,丰台,2022-07-06, 星期三 ,29℃,22℃,晴,南风 1级
北京,丰台,2022-07-07, 星期四 ,36℃,24℃,多云,南风 1级
北京,丰台,2022-07-08, 星期五 ,35℃,24℃,晴,西风 1级
北京,丰台,2022-07-09, 星期六 ,35℃,22℃,小雨,西南风 1级
北京,丰台,2022-07-10, 星期日 ,30℃,20℃,晴,南风 1级
北京,丰台,2022-07-11, 星期一 ,29℃,23℃,多云,西北风 1级
北京,丰台,2022-07-12, 星期二 ,30℃,22℃,多云,西风 1级
北京,丰台,2022-07-13, 星期三 ,33℃,24℃,晴,西风 2级
北京,丰台,2022-07-14, 星期四 ,35℃,22℃,多云,南风 1级
北京,丰台,2022-07-15, 星期五 ,36℃,24℃,多云,西风 1级
北京,丰台,2022-07-16, 星期六 ,34℃,24℃,多云,西南风 2级
北京,丰台,2022-07-17, 星期日 ,35℃,23℃,晴,北风 1级
北京,丰台,2022-07-18, 星期一 ,36℃,21℃,多云,南风 1级
北京,丰台,2022-07-19, 星期二 ,35℃,23℃,多云,南风 1级
北京,丰台,2022-07-20, 星期三 ,33℃,22℃,多云,南风 2级
北京,丰台,2022-07-21, 星期四 ,34℃,24℃,多云,东南风 1级
北京,丰台,2022-07-22, 星期五 ,32℃,21℃,小雨,西北风 2级
北京,丰台,2022-07-23, 星期六 ,33℃,22℃,晴,南风 3级
北京,丰台,2022-07-24, 星期日 ,36℃,25℃,多云,西风 1级
北京,丰台,2022-07-25, 星期一 ,33℃,24℃,多云,南风 2级
北京,丰台,2022-07-26, 星期二 ,31℃,24℃,小雨,东南风 1级
北京,丰台,2022-07-27, 星期三 ,27℃,21℃,小雨,西北风 2级
北京,丰台,2022-07-28, 星期四 ,29℃,20℃,晴,东南风 1级
北京,丰台,2022-07-29, 星期五 ,33℃,22℃,多云,东南风 1级
北京,丰台,2022-07-30, 星期六 ,32℃,25℃,多云,南风 1级
北京,丰台,2022-07-31, 星期日 ,32℃,25℃,多云,南风 1级
北京,丰台,2022-08-01, 星期一 ,34℃,25℃,多云,南风 2级
北京,丰台,2022-08-02, 星期二 ,34℃,27℃,多云,南风 1级
北京,丰台,2022-08-03, 星期三 ,35℃,27℃,多云,南风 1级
北京,丰台,2022-08-04, 星期四 ,35℃,27℃,多云,西南风 2级
北京,丰台,2022-08-05, 星期五 ,37℃,27℃,晴,南风 1级
北京,丰台,2022-08-06, 星期六 ,34℃,26℃,多云,北风 1级
北京,丰台,2022-08-07, 星期日 ,33℃,25℃,多云,西北风 1级
北京,丰台,2022-08-08, 星期一 ,28℃,22℃,多云,西南风 1级
北京,丰台,2022-08-09, 星期二 ,24℃,19℃,小雨,南风 1级
北京,丰台,2022-08-10, 星期三 ,30℃,19℃,晴,西南风 2级
北京,丰台,2022-08-11, 星期四 ,32℃,24℃,多云,东南风 1级
北京,丰台,2022-08-12, 星期五 ,32℃,24℃,多云,东南风 1级
北京,丰台,2022-08-13, 星期六 ,31℃,24℃,多云,东南风 1级
北京,丰台,2022-08-14, 星期日 ,24℃,23℃,中雨,北风 1级
北京,丰台,2022-08-15, 星期一 ,36℃,20℃,雾,西北风 2级
北京,丰台,2022-08-16, 星期二 ,31℃,21℃,多云,南风 1级
北京,丰台,2022-08-17, 星期三 ,31℃,24℃,多云,南风 2级
北京,丰台,2022-08-18, 星期四 ,24℃,23℃,中雨,西北风 1级
北京,丰台,2022-08-19, 星期五 ,31℃,20℃,多云,南风 1级
北京,丰台,2022-08-20, 星期六 ,30℃,23℃,多云,南风 3级
北京,丰台,2022-08-21, 星期日 ,31℃,25℃,多云,东北风 2级
北京,丰台,2022-08-22, 星期一 ,33℃,19℃,多云,北风 1级
北京,丰台,2022-08-23, 星期二 ,27℃,20℃,多云,西南风 2级
北京,丰台,2022-08-24, 星期三 ,28℃,18℃,多云,西南风 2级
北京,丰台,2022-08-25, 星期四 ,32℃,17℃,小雨,西南风 2级
北京,丰台,2022-08-26, 星期五 ,27℃,14℃,多云,西北风 2级
北京,丰台,2022-08-27, 星期六 ,28℃,18℃,多云,西风 1级
北京,丰台,2022-08-28, 星期日 ,21℃,16℃,小雨,西南风 2级
